METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ,TOTAL.TIME.S
"DEbest","ackley",20,5,4550,88,1.351740,0.050000
"DEbest","ackley",20,5,4600,89,1.245734,0.050000
"DEbest","ackley",20,5,4650,90,1.228328,0.050000
"DEbest","ackley",20,5,4700,91,1.228328,0.050000
"DEbest","ackley",20,5,4750,92,0.908082,0.050000
"DEbest","ackley",20,5,4800,93,0.908082,0.050000
"DEbest","ackley",20,5,4850,94,0.866639,0.050000
"DEbest","ackley",20,5,4900,95,0.850205,0.050000
"DEbest","ackley",20,5,4950,96,0.850205,0.060000
"DEbest","ackley",20,5,5000,97,0.850205,0.060000
"DEbest","dixonpr",2,1,80,1,2.147535,0.000000
"DEbest","dixonpr",2,1,100,2,2.147535,0.000000
"DEbest","dixonpr",2,1,120,3,1.876601,0.000000
"DEbest","dixonpr",2,1,140,4,0.738857,0.000000
"DEbest","dixonpr",2,1,160,5,0.451816,0.000000
"DEbest","dixonpr",2,1,180,6,0.368089,0.000000
"DEbest","dixonpr",2,1,200,7,0.273057,0.000000
"DEbest","dixonpr",2,1,220,8,0.050501,0.010000
"DEbest","dixonpr",2,1,240,9,0.050501,0.010000
"DEbest","dixonpr",2,1,260,10,0.025156,0.010000
"DEbest","dixonpr",2,1,280,11,0.025156,0.010000
"DEbest","dixonpr",2,1,300,12,0.025156,0.010000
"DEbest","dixonpr",2,1,320,13,0.015883,0.010000
"DEbest","dixonpr",2,1,340,14,0.015821,0.010000
"DEbest","dixonpr",2,1,360,15,0.000458,0.010000
"DEbest","dixonpr",2,1,380,16,0.000458,0.010000
"DEbest","dixonpr",2,1,400,17,0.000458,0.010000
"DEbest","dixonpr",2,1,420,18,0.000458,0.010000
"DEbest","dixonpr",2,1,440,19,0.000458,0.010000
"DEbest","dixonpr",2,1,460,20,0.000458,0.010000
"DEbest","dixonpr",2,1,480,21,0.000458,0.010000
"DEbest","dixonpr",2,1,500,22,0.000458,0.010000
"DEbest","dixonpr",2,1,520,23,0.000458,0.010000
"DEbest","dixonpr",2,1,540,24,0.000020,0.010000
"DEbest","dixonpr",2,1,560,25,0.000020,0.010000
"DEbest","dixonpr",2,1,580,26,0.000002,0.010000
"DEbest","dixonpr",2,1,600,27,0.000002,0.010000
"DEbest","dixonpr",2,1,620,28,0.000002,0.010000
"DEbest","dixonpr",2,1,640,29,0.000001,0.010000
"DEbest","dixonpr",2,1,660,30,0.000001,0.010000
"DEbest","dixonpr",2,1,680,31,0.000000,0.010000
"DEbest","dixonpr",2,1,700,32,0.000000,0.010000
"DEbest","dixonpr",2,1,720,33,0.000000,0.010000
"DEbest","dixonpr",2,1,740,34,0.000000,0.010000
"DEbest","dixonpr",2,1,760,35,0.000000,0.010000
"DEbest","dixonpr",2,1,780,36,0.000000,0.010000
"DEbest","dixonpr",2,1,800,37,0.000000,0.010000
"DEbest","dixonpr",2,1,820,38,0.000000,0.010000
"DEbest","dixonpr",2,1,840,39,0.000000,0.010000
"DEbest","dixonpr",2,1,860,40,0.000000,0.010000
"DEbest","dixonpr",2,1,880,41,0.000000,0.010000
"DEbest","dixonpr",2,1,900,42,0.000000,0.010000
"DEbest","dixonpr",2,1,920,43,0.000000,0.010000
"DEbest","dixonpr",2,1,940,44,0.000000,0.010000
"DEbest","dixonpr",2,1,960,45,0.000000,0.010000
"DEbest","dixonpr",2,1,980,46,0.000000,0.010000
"DEbest","dixonpr",2,1,1000,47,0.000000,0.010000
"DEbest","dixonpr",2,2,80,1,14.115606,0.000000
"DEbest","dixonpr",2,2,100,2,4.431963,0.000000
"DEbest","dixonpr",2,2,120,3,0.360249,0.000000
"DEbest","dixonpr",2,2,140,4,0.360249,0.000000
"DEbest","dixonpr",2,2,160,5,0.360249,0.000000
"DEbest","dixonpr",2,2,180,6,0.086768,0.000000
"DEbest","dixonpr",2,2,200,7,0.086768,0.000000
"DEbest","dixonpr",2,2,220,8,0.086768,0.010000
"DEbest","dixonpr",2,2,240,9,0.086768,0.010000
"DEbest","dixonpr",2,2,260,10,0.041398,0.010000
"DEbest","dixonpr",2,2,280,11,0.041398,0.010000
"DEbest","dixonpr",2,2,300,12,0.041398,0.010000
"DEbest","dixonpr",2,2,320,13,0.009092,0.010000
"DEbest","dixonpr",2,2,340,14,0.009092,0.010000
"DEbest","dixonpr",2,2,360,15,0.009092,0.010000
"DEbest","dixonpr",2,2,380,16,0.005482,0.010000
"DEbest","dixonpr",2,2,400,17,0.002573,0.010000
"DEbest","dixonpr",2,2,420,18,0.001017,0.010000
"DEbest","dixonpr",2,2,440,19,0.000536,0.010000
"DEbest","dixonpr",2,2,460,20,0.000536,0.010000
"DEbest","dixonpr",2,2,480,21,0.000119,0.010000
"DEbest","dixonpr",2,2,500,22,0.000119,0.010000
"DEbest","dixonpr",2,2,520,23,0.000078,0.010000
"DEbest","dixonpr",2,2,540,24,0.000078,0.010000
"DEbest","dixonpr",2,2,560,25,0.000042,0.010000
"DEbest","dixonpr",2,2,580,26,0.000020,0.010000
"DEbest","dixonpr",2,2,600,27,0.000020,0.010000
"DEbest","dixonpr",2,2,620,28,0.000001,0.010000
"DEbest","dixonpr",2,2,640,29,0.000000,0.010000
"DEbest","dixonpr",2,2,660,30,0.000000,0.010000
"DEbest","dixonpr",2,2,680,31,0.000000,0.010000
"DEbest","dixonpr",2,2,700,32,0.000000,0.010000
"DEbest","dixonpr",2,2,720,33,0.000000,0.010000
"DEbest","dixonpr",2,2,740,34,0.000000,0.010000
"DEbest","dixonpr",2,2,760,35,0.000000,0.010000
"DEbest","dixonpr",2,2,780,36,0.000000,0.010000
"DEbest","dixonpr",2,2,800,37,0.000000,0.010000
"DEbest","dixonpr",2,2,820,38,0.000000,0.010000
"DEbest","dixonpr",2,2,840,39,0.000000,0.010000
"DEbest","dixonpr",2,2,860,40,0.000000,0.010000
"DEbest","dixonpr",2,2,880,41,0.000000,0.010000
"DEbest","dixonpr",2,2,900,42,0.000000,0.010000
"DEbest","dixonpr",2,2,920,43,0.000000,0.010000
"DEbest","dixonpr",2,2,940,44,0.000000,0.020000
"DEbest","dixonpr",2,2,960,45,0.000000,0.020000
"DEbest","dixonpr",2,2,980,46,0.000000,0.020000
"DEbest","dixonpr",2,2,1000,47,0.000000,0.020000
"DEbest","dixonpr",2,3,80,1,16.142338,0.000000
"DEbest","dixonpr",2,3,100,2,0.494524,0.000000
"DEbest","dixonpr",2,3,120,3,0.171001,0.000000
"DEbest","dixonpr",2,3,140,4,0.149558,0.000000
"DEbest","dixonpr",2,3,160,5,0.138229,0.000000
"DEbest","dixonpr",2,3,180,6,0.138229,0.000000
"DEbest","dixonpr",2,3,200,7,0.123398,0.000000
"DEbest","dixonpr",2,3,220,8,0.123398,0.000000
"DEbest","dixonpr",2,3,240,9,0.029924,0.000000
"DEbest","dixonpr",2,3,260,10,0.029924,0.000000
"DEbest","dixonpr",2,3,280,11,0.029924,0.000000
"DEbest","dixonpr",2,3,300,12,0.001023,0.000000
"DEbest","dixonpr",2,3,320,13,0.000481,0.000000
"DEbest","dixonpr",2,3,340,14,0.000481,0.000000
"DEbest","dixonpr",2,3,360,15,0.000481,0.000000
"DEbest","dixonpr",2,3,380,16,0.000481,0.000000
"DEbest","dixonpr",2,3,400,17,0.000481,0.000000
"DEbest","dixonpr",2,3,420,18,0.000481,0.000000
"DEbest","dixonpr",2,3,440,19,0.000170,0.010000
"DEbest","dixonpr",2,3,460,20,0.000095,0.010000
"DEbest","dixonpr",2,3,480,21,0.000095,0.010000
"DEbest","dixonpr",2,3,500,22,0.000065,0.010000
"DEbest","dixonpr",2,3,520,23,0.000010,0.010000
"DEbest","dixonpr",2,3,540,24,0.000010,0.010000
"DEbest","dixonpr",2,3,560,25,0.000002,0.010000
"DEbest","dixonpr",2,3,580,26,0.000002,0.010000
"DEbest","dixonpr",2,3,600,27,0.000002,0.010000
"DEbest","dixonpr",2,3,620,28,0.000002,0.010000
"DEbest","dixonpr",2,3,640,29,0.000002,0.010000
"DEbest","dixonpr",2,3,660,30,0.000001,0.010000
"DEbest","dixonpr",2,3,680,31,0.000000,0.010000
"DEbest","dixonpr",2,3,700,32,0.000000,0.010000
"DEbest","dixonpr",2,3,720,33,0.000000,0.010000
"DEbest","dixonpr",2,3,740,34,0.000000,0.010000
"DEbest","dixonpr",2,3,760,35,0.000000,0.010000
"DEbest","dixonpr",2,3,780,36,0.000000,0.010000
"DEbest","dixonpr",2,3,800,37,0.000000,0.010000
"DEbest","dixonpr",2,3,820,38,0.000000,0.010000
"DEbest","dixonpr",2,3,840,39,0.000000,0.010000
"DEbest","dixonpr",2,3,860,40,0.000000,0.010000
"DEbest","dixonpr",2,3,880,41,0.000000,0.010000
"DEbest","dixonpr",2,3,900,42,0.000000,0.010000
"DEbest","dixonpr",2,3,920,43,0.000000,0.010000
"DEbest","dixonpr",2,3,940,44,0.000000,0.010000
"DEbest","dixonpr",2,3,960,45,0.000000,0.010000
"DEbest","dixonpr",2,3,980,46,0.000000,0.010000
"DEbest","dixonpr",2,3,1000,47,0.000000,0.010000
"DEbest","dixonpr",2,4,80,1,14.949810,0.000000
"DEbest","dixonpr",2,4,100,2,1.589048,0.000000
"DEbest","dixonpr",2,4,120,3,0.264592,0.000000
"DEbest","dixonpr",2,4,140,4,0.264592,0.000000
"DEbest","dixonpr",2,4,160,5,0.264592,0.000000
"DEbest","dixonpr",2,4,180,6,0.264592,0.000000
"DEbest","dixonpr",2,4,200,7,0.094256,0.000000
"DEbest","dixonpr",2,4,220,8,0.059286,0.000000
"DEbest","dixonpr",2,4,240,9,0.059286,0.000000
"DEbest","dixonpr",2,4,260,10,0.028299,0.000000
"DEbest","dixonpr",2,4,280,11,0.028299,0.000000
"DEbest","dixonpr",2,4,300,12,0.003351,0.000000
"DEbest","dixonpr",2,4,320,13,0.003351,0.000000
"DEbest","dixonpr",2,4,340,14,0.003351,0.000000
"DEbest","dixonpr",2,4,360,15,0.003351,0.000000
"DEbest","dixonpr",2,4,380,16,0.003351,0.000000
"DEbest","dixonpr",2,4,400,17,0.003351,0.000000
"DEbest","dixonpr",2,4,420,18,0.003351,0.000000
"DEbest","dixonpr",2,4,440,19,0.003351,0.000000
"DEbest","dixonpr",2,4,460,20,0.000757,0.000000
"DEbest","dixonpr",2,4,480,21,0.000622,0.000000
"DEbest","dixonpr",2,4,500,22,0.000622,0.000000
"DEbest","dixonpr",2,4,520,23,0.000622,0.000000
"DEbest","dixonpr",2,4,540,24,0.000478,0.000000
"DEbest","dixonpr",2,4,560,25,0.000410,0.000000
"DEbest","dixonpr",2,4,580,26,0.000141,0.000000
"DEbest","dixonpr",2,4,600,27,0.000141,0.000000
"DEbest","dixonpr",2,4,620,28,0.000141,0.000000
"DEbest","dixonpr",2,4,640,29,0.000098,0.000000
"DEbest","dixonpr",2,4,660,30,0.000025,0.000000
"DEbest","dixonpr",2,4,680,31,0.000008,0.000000
"DEbest","dixonpr",2,4,700,32,0.000008,0.000000
"DEbest","dixonpr",2,4,720,33,0.000002,0.000000
"DEbest","dixonpr",2,4,740,34,0.000001,0.000000
"DEbest","dixonpr",2,4,760,35,0.000001,0.000000
"DEbest","dixonpr",2,4,780,36,0.000001,0.000000
"DEbest","dixonpr",2,4,800,37,0.000001,0.000000
"DEbest","dixonpr",2,4,820,38,0.000001,0.000000
"DEbest","dixonpr",2,4,840,39,0.000001,0.000000
"DEbest","dixonpr",2,4,860,40,0.000000,0.000000
"DEbest","dixonpr",2,4,880,41,0.000000,0.000000
"DEbest","dixonpr",2,4,900,42,0.000000,0.000000
"DEbest","dixonpr",2,4,920,43,0.000000,0.000000
"DEbest","dixonpr",2,4,940,44,0.000000,0.000000
"DEbest","dixonpr",2,4,960,45,0.000000,0.000000
"DEbest","dixonpr",2,4,980,46,0.000000,0.000000
"DEbest","dixonpr",2,4,1000,47,0.000000,0.000000
"DEbest","dixonpr",2,5,80,1,8.917842,0.000000
"DEbest","dixonpr",2,5,100,2,3.228971,0.000000
"DEbest","dixonpr",2,5,120,3,3.228971,0.000000
"DEbest","dixonpr",2,5,140,4,1.279352,0.000000
"DEbest","dixonpr",2,5,160,5,0.528065,0.000000
"DEbest","dixonpr",2,5,180,6,0.211574,0.000000
"DEbest","dixonpr",2,5,200,7,0.211574,0.000000
"DEbest","dixonpr",2,5,220,8,0.211574,0.000000
"DEbest","dixonpr",2,5,240,9,0.211574,0.000000
"DEbest","dixonpr",2,5,260,10,0.211574,0.000000
"DEbest","dixonpr",2,5,280,11,0.066512,0.000000
"DEbest","dixonpr",2,5,300,12,0.066512,0.000000
"DEbest","dixonpr",2,5,320,13,0.066512,0.000000
"DEbest","dixonpr",2,5,340,14,0.010504,0.000000
"DEbest","dixonpr",2,5,360,15,0.002922,0.000000
"DEbest","dixonpr",2,5,380,16,0.002922,0.000000
"DEbest","dixonpr",2,5,400,17,0.002922,0.000000
"DEbest","dixonpr",2,5,420,18,0.002922,0.000000
"DEbest","dixonpr",2,5,440,19,0.000368,0.000000
"DEbest","dixonpr",2,5,460,20,0.000176,0.000000
"DEbest","dixonpr",2,5,480,21,0.000176,0.000000
"DEbest","dixonpr",2,5,500,22,0.000014,0.000000
"DEbest","dixonpr",2,5,520,23,0.000014,0.000000
"DEbest","dixonpr",2,5,540,24,0.000004,0.000000
"DEbest","dixonpr",2,5,560,25,0.000004,0.000000
"DEbest","dixonpr",2,5,580,26,0.000000,0.000000
"DEbest","dixonpr",2,5,600,27,0.000000,0.000000
"DEbest","dixonpr",2,5,620,28,0.000000,0.000000
"DEbest","dixonpr",2,5,640,29,0.000000,0.000000
"DEbest","dixonpr",2,5,660,30,0.000000,0.000000
"DEbest","dixonpr",2,5,680,31,0.000000,0.000000
"DEbest","dixonpr",2,5,700,32,0.000000,0.000000
"DEbest","dixonpr",2,5,720,33,0.000000,0.000000
"DEbest","dixonpr",2,5,740,34,0.000000,0.000000
"DEbest","dixonpr",2,5,760,35,0.000000,0.000000
"DEbest","dixonpr",2,5,780,36,0.000000,0.000000
"DEbest","dixonpr",2,5,800,37,0.000000,0.000000
"DEbest","dixonpr",2,5,820,38,0.000000,0.000000
"DEbest","dixonpr",2,5,840,39,0.000000,0.000000
"DEbest","dixonpr",2,5,860,40,0.000000,0.000000
"DEbest","dixonpr",2,5,880,41,0.000000,0.000000
"DEbest","dixonpr",2,5,900,42,0.000000,0.000000
"DEbest","dixonpr",2,5,920,43,0.000000,0.000000
"DEbest","dixonpr",2,5,940,44,0.000000,0.000000
"DEbest","dixonpr",2,5,960,45,0.000000,0.000000
"DEbest","dixonpr",2,5,980,46,0.000000,0.000000
"DEbest","dixonpr",2,5,1000,47,0.000000,0.000000
"DEbest","dixonpr",5,1,80,1,1630.824955,0.000000
"DEbest","dixonpr",5,1,100,2,1630.824955,0.000000
"DEbest","dixonpr",5,1,120,3,1630.824955,0.000000
"DEbest","dixonpr",5,1,140,4,523.202575,0.000000
"DEbest","dixonpr",5,1,160,5,523.202575,0.000000
"DEbest","dixonpr",5,1,180,6,274.834601,0.010000
"DEbest","dixonpr",5,1,200,7,95.856447,0.010000
"DEbest","dixonpr",5,1,220,8,77.164394,0.010000
"DEbest","dixonpr",5,1,240,9,50.793230,0.010000
"DEbest","dixonpr",5,1,260,10,6.261103,0.010000
"DEbest","dixonpr",5,1,280,11,6.261103,0.010000
"DEbest","dixonpr",5,1,300,12,6.261103,0.010000
"DEbest","dixonpr",5,1,320,13,6.261103,0.010000
"DEbest","dixonpr",5,1,340,14,6.261103,0.010000
"DEbest","dixonpr",5,1,360,15,5.998772,0.010000
"DEbest","dixonpr",5,1,380,16,4.089482,0.010000
"DEbest","dixonpr",5,1,400,17,3.506816,0.010000
"DEbest","dixonpr",5,1,420,18,3.506816,0.010000
"DEbest","dixonpr",5,1,440,19,3.506816,0.010000
"DEbest","dixonpr",5,1,460,20,3.506816,0.010000
"DEbest","dixonpr",5,1,480,21,3.506816,0.010000
"DEbest","dixonpr",5,1,500,22,2.971280,0.010000
"DEbest","dixonpr",5,1,520,23,1.334212,0.010000
"DEbest","dixonpr",5,1,540,24,1.334212,0.010000
"DEbest","dixonpr",5,1,560,25,1.334212,0.010000
"DEbest","dixonpr",5,1,580,26,1.334212,0.010000
"DEbest","dixonpr",5,1,600,27,1.080974,0.010000
"DEbest","dixonpr",5,1,620,28,1.076670,0.010000
"DEbest","dixonpr",5,1,640,29,1.076670,0.020000
"DEbest","dixonpr",5,1,660,30,1.035517,0.020000
"DEbest","dixonpr",5,1,680,31,0.956049,0.020000
"DEbest","dixonpr",5,1,700,32,0.709822,0.020000
"DEbest","dixonpr",5,1,720,33,0.709822,0.020000
"DEbest","dixonpr",5,1,740,34,0.709822,0.020000
"DEbest","dixonpr",5,1,760,35,0.580082,0.020000
"DEbest","dixonpr",5,1,780,36,0.480526,0.020000
"DEbest","dixonpr",5,1,800,37,0.362040,0.020000
"DEbest","dixonpr",5,1,820,38,0.296237,0.020000
"DEbest","dixonpr",5,1,840,39,0.192749,0.020000
"DEbest","dixonpr",5,1,860,40,0.192749,0.020000
"DEbest","dixonpr",5,1,880,41,0.188957,0.020000
"DEbest","dixonpr",5,1,900,42,0.141907,0.020000
"DEbest","dixonpr",5,1,920,43,0.141907,0.020000
"DEbest","dixonpr",5,1,940,44,0.141907,0.020000
"DEbest","dixonpr",5,1,960,45,0.107007,0.020000
"DEbest","dixonpr",5,1,980,46,0.102135,0.020000
"DEbest","dixonpr",5,1,1000,47,0.089884,0.020000
"DEbest","dixonpr",5,1,1020,48,0.037395,0.020000
"DEbest","dixonpr",5,1,1040,49,0.034128,0.020000
"DEbest","dixonpr",5,1,1060,50,0.003486,0.020000
"DEbest","dixonpr",5,1,1080,51,0.003486,0.020000
"DEbest","dixonpr",5,1,1100,52,0.003486,0.020000
"DEbest","dixonpr",5,1,1120,53,0.003486,0.020000
"DEbest","dixonpr",5,1,1140,54,0.002892,0.020000
"DEbest","dixonpr",5,1,1160,55,0.002892,0.020000
"DEbest","dixonpr",5,1,1180,56,0.002892,0.020000
"DEbest","dixonpr",5,1,1200,57,0.002892,0.020000
"DEbest","dixonpr",5,1,1220,58,0.002892,0.020000
"DEbest","dixonpr",5,1,1240,59,0.001064,0.020000
"DEbest","dixonpr",5,1,1260,60,0.001013,0.020000
"DEbest","dixonpr",5,1,1280,61,0.001013,0.020000
"DEbest","dixonpr",5,1,1300,62,0.000990,0.020000
"DEbest","dixonpr",5,1,1320,63,0.000990,0.020000
"DEbest","dixonpr",5,1,1340,64,0.000990,0.020000
"DEbest","dixonpr",5,1,1360,65,0.000470,0.020000
"DEbest","dixonpr",5,1,1380,66,0.000470,0.020000
"DEbest","dixonpr",5,1,1400,67,0.000470,0.030000
"DEbest","dixonpr",5,1,1420,68,0.000470,0.030000
"DEbest","dixonpr",5,1,1440,69,0.000470,0.030000
"DEbest","dixonpr",5,1,1460,70,0.000470,0.030000
"DEbest","dixonpr",5,1,1480,71,0.000296,0.030000
"DEbest","dixonpr",5,1,1500,72,0.000240,0.030000
"DEbest","dixonpr",5,1,1520,73,0.000184,0.030000
"DEbest","dixonpr",5,1,1540,74,0.000128,0.030000
"DEbest","dixonpr",5,1,1560,75,0.000072,0.030000
"DEbest","dixonpr",5,1,1580,76,0.000070,0.030000
"DEbest","dixonpr",5,1,1600,77,0.000070,0.030000
"DEbest","dixonpr",5,1,1620,78,0.000070,0.030000
"DEbest","dixonpr",5,1,1640,79,0.000019,0.030000
"DEbest","dixonpr",5,1,1660,80,0.000019,0.030000
"DEbest","dixonpr",5,1,1680,81,0.000019,0.030000
"DEbest","dixonpr",5,1,1700,82,0.000019,0.030000
"DEbest","dixonpr",5,1,1720,83,0.000019,0.030000
"DEbest","dixonpr",5,1,1740,84,0.000019,0.030000
"DEbest","dixonpr",5,1,1760,85,0.000019,0.030000
"DEbest","dixonpr",5,1,1780,86,0.000008,0.030000
"DEbest","dixonpr",5,1,1800,87,0.000008,0.030000
"DEbest","dixonpr",5,1,1820,88,0.000008,0.030000
"DEbest","dixonpr",5,1,1840,89,0.000006,0.030000
"DEbest","dixonpr",5,1,1860,90,0.000004,0.030000
"DEbest","dixonpr",5,1,1880,91,0.000003,0.030000
"DEbest","dixonpr",5,1,1900,92,0.000002,0.030000
"DEbest","dixonpr",5,1,1920,93,0.000002,0.030000
"DEbest","dixonpr",5,1,1940,94,0.000001,0.030000
"DEbest","dixonpr",5,1,1960,95,0.000001,0.030000
"DEbest","dixonpr",5,1,1980,96,0.000001,0.030000
"DEbest","dixonpr",5,1,2000,97,0.000001,0.030000
"DEbest","dixonpr",5,2,80,1,51.739639,0.000000
"DEbest","dixonpr",5,2,100,2,51.739639,0.000000
"DEbest","dixonpr",5,2,120,3,24.630234,0.000000
"DEbest","dixonpr",5,2,140,4,24.630234,0.000000
"DEbest","dixonpr",5,2,160,5,24.630234,0.000000
"DEbest","dixonpr",5,2,180,6,24.630234,0.000000
"DEbest","dixonpr",5,2,200,7,9.404870,0.000000
"DEbest","dixonpr",5,2,220,8,9.404870,0.000000
"DEbest","dixonpr",5,2,240,9,9.404870,0.000000
"DEbest","dixonpr",5,2,260,10,1.366241,0.000000
"DEbest","dixonpr",5,2,280,11,1.366241,0.010000
"DEbest","dixonpr",5,2,300,12,0.781984,0.010000
"DEbest","dixonpr",5,2,320,13,0.781984,0.010000
"DEbest","dixonpr",5,2,340,14,0.781984,0.010000
"DEbest","dixonpr",5,2,360,15,0.781984,0.010000
"DEbest","dixonpr",5,2,380,16,0.781984,0.010000
"DEbest","dixonpr",5,2,400,17,0.781984,0.010000
"DEbest","dixonpr",5,2,420,18,0.781984,0.010000
"DEbest","dixonpr",5,2,440,19,0.781984,0.010000
"DEbest","dixonpr",5,2,460,20,0.781984,0.010000
"DEbest","dixonpr",5,2,480,21,0.704043,0.010000
"DEbest","dixonpr",5,2,500,22,0.704043,0.010000
"DEbest","dixonpr",5,2,520,23,0.669713,0.010000
"DEbest","dixonpr",5,2,540,24,0.669713,0.010000
"DEbest","dixonpr",5,2,560,25,0.669713,0.010000
"DEbest","dixonpr",5,2,580,26,0.640109,0.010000
"DEbest","dixonpr",5,2,600,27,0.640109,0.010000
"DEbest","dixonpr",5,2,620,28,0.606702,0.010000
"DEbest","dixonpr",5,2,640,29,0.548641,0.010000
"DEbest","dixonpr",5,2,660,30,0.548641,0.010000
"DEbest","dixonpr",5,2,680,31,0.421675,0.010000
"DEbest","dixonpr",5,2,700,32,0.421675,0.010000
"DEbest","dixonpr",5,2,720,33,0.421675,0.010000
"DEbest","dixonpr",5,2,740,34,0.261883,0.010000
"DEbest","dixonpr",5,2,760,35,0.261883,0.010000
"DEbest","dixonpr",5,2,780,36,0.261883,0.010000
"DEbest","dixonpr",5,2,800,37,0.261883,0.010000
"DEbest","dixonpr",5,2,820,38,0.261883,0.020000
"DEbest","dixonpr",5,2,840,39,0.261883,0.020000
"DEbest","dixonpr",5,2,860,40,0.261883,0.020000
"DEbest","dixonpr",5,2,880,41,0.261883,0.020000
"DEbest","dixonpr",5,2,900,42,0.261883,0.020000
"DEbest","dixonpr",5,2,920,43,0.246243,0.020000
"DEbest","dixonpr",5,2,940,44,0.180941,0.020000
"DEbest","dixonpr",5,2,960,45,0.125993,0.020000
"DEbest","dixonpr",5,2,980,46,0.125993,0.020000
"DEbest","dixonpr",5,2,1000,47,0.125993,0.020000
"DEbest","dixonpr",5,2,1020,48,0.125993,0.020000
"DEbest","dixonpr",5,2,1040,49,0.125993,0.020000
"DEbest","dixonpr",5,2,1060,50,0.095704,0.020000
"DEbest","dixonpr",5,2,1080,51,0.045182,0.020000
"DEbest","dixonpr",5,2,1100,52,0.024881,0.020000
"DEbest","dixonpr",5,2,1120,53,0.022258,0.020000
"DEbest","dixonpr",5,2,1140,54,0.022258,0.020000
"DEbest","dixonpr",5,2,1160,55,0.012895,0.020000
"DEbest","dixonpr",5,2,1180,56,0.009362,0.020000
"DEbest","dixonpr",5,2,1200,57,0.009362,0.020000
"DEbest","dixonpr",5,2,1220,58,0.009362,0.020000
"DEbest","dixonpr",5,2,1240,59,0.005818,0.020000
"DEbest","dixonpr",5,2,1260,60,0.002421,0.020000
"DEbest","dixonpr",5,2,1280,61,0.002421,0.030000
"DEbest","dixonpr",5,2,1300,62,0.000901,0.030000
"DEbest","dixonpr",5,2,1320,63,0.000901,0.030000
"DEbest","dixonpr",5,2,1340,64,0.000901,0.030000
"DEbest","dixonpr",5,2,1360,65,0.000901,0.030000
"DEbest","dixonpr",5,2,1380,66,0.000901,0.030000
"DEbest","dixonpr",5,2,1400,67,0.000901,0.030000
"DEbest","dixonpr",5,2,1420,68,0.000839,0.030000
"DEbest","dixonpr",5,2,1440,69,0.000839,0.030000
"DEbest","dixonpr",5,2,1460,70,0.000318,0.030000
"DEbest","dixonpr",5,2,1480,71,0.000140,0.030000
"DEbest","dixonpr",5,2,1500,72,0.000140,0.030000
"DEbest","dixonpr",5,2,1520,73,0.000140,0.030000
"DEbest","dixonpr",5,2,1540,74,0.000140,0.030000
"DEbest","dixonpr",5,2,1560,75,0.000140,0.030000
"DEbest","dixonpr",5,2,1580,76,0.000140,0.030000
"DEbest","dixonpr",5,2,1600,77,0.000127,0.030000
"DEbest","dixonpr",5,2,1620,78,0.000049,0.030000
"DEbest","dixonpr",5,2,1640,79,0.000049,0.030000
"DEbest","dixonpr",5,2,1660,80,0.000049,0.030000
"DEbest","dixonpr",5,2,1680,81,0.000049,0.030000
"DEbest","dixonpr",5,2,1700,82,0.000030,0.030000
"DEbest","dixonpr",5,2,1720,83,0.000030,0.030000
"DEbest","dixonpr",5,2,1740,84,0.000007,0.030000
"DEbest","dixonpr",5,2,1760,85,0.000007,0.030000
"DEbest","dixonpr",5,2,1780,86,0.000007,0.030000
"DEbest","dixonpr",5,2,1800,87,0.000007,0.030000
"DEbest","dixonpr",5,2,1820,88,0.000007,0.030000
"DEbest","dixonpr",5,2,1840,89,0.000003,0.030000
"DEbest","dixonpr",5,2,1860,90,0.000003,0.040000
"DEbest","dixonpr",5,2,1880,91,0.000003,0.040000
"DEbest","dixonpr",5,2,1900,92,0.000003,0.040000
"DEbest","dixonpr",5,2,1920,93,0.000003,0.040000
"DEbest","dixonpr",5,2,1940,94,0.000003,0.040000
"DEbest","dixonpr",5,2,1960,95,0.000002,0.040000
"DEbest","dixonpr",5,2,1980,96,0.000002,0.040000
"DEbest","dixonpr",5,2,2000,97,0.000002,0.040000
"DEbest","dixonpr",5,3,80,1,5286.764876,0.000000
"DEbest","dixonpr",5,3,100,2,1187.932881,0.000000
"DEbest","dixonpr",5,3,120,3,1187.932881,0.000000
"DEbest","dixonpr",5,3,140,4,663.839851,0.000000
"DEbest","dixonpr",5,3,160,5,663.839851,0.000000
"DEbest","dixonpr",5,3,180,6,203.564083,0.000000
"DEbest","dixonpr",5,3,200,7,203.564083,0.000000
"DEbest","dixonpr",5,3,220,8,103.437448,0.000000
"DEbest","dixonpr",5,3,240,9,103.437448,0.000000
"DEbest","dixonpr",5,3,260,10,94.337233,0.000000
"DEbest","dixonpr",5,3,280,11,70.859419,0.000000
"DEbest","dixonpr",5,3,300,12,31.782821,0.000000
"DEbest","dixonpr",5,3,320,13,1.846429,0.000000
"DEbest","dixonpr",5,3,340,14,1.846429,0.000000
"DEbest","dixonpr",5,3,360,15,1.846429,0.000000
"DEbest","dixonpr",5,3,380,16,1.846429,0.010000
"DEbest","dixonpr",5,3,400,17,1.846429,0.010000
"DEbest","dixonpr",5,3,420,18,1.846429,0.010000
"DEbest","dixonpr",5,3,440,19,1.361672,0.010000
"DEbest","dixonpr",5,3,460,20,1.309634,0.010000
"DEbest","dixonpr",5,3,480,21,1.309634,0.010000
"DEbest","dixonpr",5,3,500,22,0.909730,0.010000
