METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ,TOTAL.TIME.S
"DEbest","perm0db",20,4,1900,35,122667624450245748350377460236288.000000,0.200000
"DEbest","perm0db",20,4,1950,36,48671806964119050319879253000192.000000,0.200000
"DEbest","perm0db",20,4,2000,37,48671806964119050319879253000192.000000,0.210000
"DEbest","perm0db",20,4,2050,38,9633540360730979792807824195584.000000,0.210000
"DEbest","perm0db",20,4,2100,39,9633540360730979792807824195584.000000,0.220000
"DEbest","perm0db",20,4,2150,40,3678490707412890133301072756736.000000,0.230000
"DEbest","perm0db",20,4,2200,41,48287085410047903247716319232.000000,0.230000
"DEbest","perm0db",20,4,2250,42,48287085410047903247716319232.000000,0.240000
"DEbest","perm0db",20,4,2300,43,1994577660922194975118065664.000000,0.240000
"DEbest","perm0db",20,4,2350,44,1994577660922194975118065664.000000,0.250000
"DEbest","perm0db",20,4,2400,45,1994577660922194975118065664.000000,0.260000
"DEbest","perm0db",20,4,2450,46,474651430203638571203559424.000000,0.260000
"DEbest","perm0db",20,4,2500,47,474651430203638571203559424.000000,0.270000
"DEbest","perm0db",20,4,2550,48,4336853040315135890030592.000000,0.270000
"DEbest","perm0db",20,4,2600,49,4336853040315135890030592.000000,0.280000
"DEbest","perm0db",20,4,2650,50,1255260672315205015830528.000000,0.280000
"DEbest","perm0db",20,4,2700,51,1255260672315205015830528.000000,0.290000
"DEbest","perm0db",20,4,2750,52,215267817019498561536000.000000,0.300000
"DEbest","perm0db",20,4,2800,53,215267817019498561536000.000000,0.300000
"DEbest","perm0db",20,4,2850,54,23474746107823829024768.000000,0.310000
"DEbest","perm0db",20,4,2900,55,5024182912591987736576.000000,0.310000
"DEbest","perm0db",20,4,2950,56,5024182912591987736576.000000,0.320000
"DEbest","perm0db",20,4,3000,57,1754819941175704682496.000000,0.320000
"DEbest","perm0db",20,4,3050,58,1754819941175704682496.000000,0.330000
"DEbest","perm0db",20,4,3100,59,1368719727105533280256.000000,0.340000
"DEbest","perm0db",20,4,3150,60,1368719727105533280256.000000,0.340000
"DEbest","perm0db",20,4,3200,61,786993705467908096.000000,0.350000
"DEbest","perm0db",20,4,3250,62,786993705467908096.000000,0.350000
"DEbest","perm0db",20,4,3300,63,786993705467908096.000000,0.360000
"DEbest","perm0db",20,4,3350,64,786993705467908096.000000,0.370000
"DEbest","perm0db",20,4,3400,65,786993705467908096.000000,0.370000
"DEbest","perm0db",20,4,3450,66,786993705467908096.000000,0.380000
"DEbest","perm0db",20,4,3500,67,42471646256229264.000000,0.380000
"DEbest","perm0db",20,4,3550,68,39641997314339584.000000,0.390000
"DEbest","perm0db",20,4,3600,69,39641997314339584.000000,0.400000
"DEbest","perm0db",20,4,3650,70,39641997314339584.000000,0.400000
"DEbest","perm0db",20,4,3700,71,19894288196668640.000000,0.410000
"DEbest","perm0db",20,4,3750,72,19894288196668640.000000,0.410000
"DEbest","perm0db",20,4,3800,73,19894288196668640.000000,0.420000
"DEbest","perm0db",20,4,3850,74,4009424769293911.000000,0.430000
"DEbest","perm0db",20,4,3900,75,214526908716498.812500,0.430000
"DEbest","perm0db",20,4,3950,76,91534463548515.937500,0.440000
"DEbest","perm0db",20,4,4000,77,91534463548515.937500,0.450000
"DEbest","perm0db",20,4,4050,78,39723015788431.492188,0.450000
"DEbest","perm0db",20,4,4100,79,136216920671.227310,0.460000
"DEbest","perm0db",20,4,4150,80,135463026711.406555,0.460000
"DEbest","perm0db",20,4,4200,81,53336783504.755951,0.470000
"DEbest","perm0db",20,4,4250,82,15460547767.128309,0.470000
"DEbest","perm0db",20,4,4300,83,9601687.383047,0.480000
"DEbest","perm0db",20,4,4350,84,4781040.235982,0.490000
"DEbest","perm0db",20,4,4400,85,4781040.235982,0.490000
"DEbest","perm0db",20,4,4450,86,2824366.839447,0.500000
"DEbest","perm0db",20,4,4500,87,2824366.839447,0.500000
"DEbest","perm0db",20,4,4550,88,624429.784371,0.510000
"DEbest","perm0db",20,4,4600,89,59185.608045,0.520000
"DEbest","perm0db",20,4,4650,90,42787.454639,0.520000
"DEbest","perm0db",20,4,4700,91,27086.469262,0.530000
"DEbest","perm0db",20,4,4750,92,15721.603837,0.530000
"DEbest","perm0db",20,4,4800,93,8507.800421,0.540000
"DEbest","perm0db",20,4,4850,94,8507.800421,0.540000
"DEbest","perm0db",20,4,4900,95,8507.800421,0.550000
"DEbest","perm0db",20,4,4950,96,8507.800421,0.560000
"DEbest","perm0db",20,4,5000,97,8507.800421,0.560000
"DEbest","perm0db",20,5,200,1,6971294940322941848854302236124075364918264980307968.000000,0.000000
"DEbest","perm0db",20,5,250,2,223528950798527655546864700176420665152593985536.000000,0.010000
"DEbest","perm0db",20,5,300,3,223528950798527655546864700176420665152593985536.000000,0.020000
"DEbest","perm0db",20,5,350,4,223528950798527655546864700176420665152593985536.000000,0.020000
"DEbest","perm0db",20,5,400,5,223528950798527655546864700176420665152593985536.000000,0.030000
"DEbest","perm0db",20,5,450,6,14074408318651724295289967884633635326670143488.000000,0.030000
"DEbest","perm0db",20,5,500,7,14074408318651724295289967884633635326670143488.000000,0.040000
"DEbest","perm0db",20,5,550,8,14074408318651724295289967884633635326670143488.000000,0.040000
"DEbest","perm0db",20,5,600,9,14074408318651724295289967884633635326670143488.000000,0.050000
"DEbest","perm0db",20,5,650,10,44487049333712793492175276657762611765444608.000000,0.060000
"DEbest","perm0db",20,5,700,11,44487049333712793492175276657762611765444608.000000,0.060000
"DEbest","perm0db",20,5,750,12,32301884725938872837181240133136455053606912.000000,0.070000
"DEbest","perm0db",20,5,800,13,32301884725938872837181240133136455053606912.000000,0.070000
"DEbest","perm0db",20,5,850,14,32301884725938872837181240133136455053606912.000000,0.080000
"DEbest","perm0db",20,5,900,15,32301884725938872837181240133136455053606912.000000,0.090000
"DEbest","perm0db",20,5,950,16,32301884725938872837181240133136455053606912.000000,0.090000
"DEbest","perm0db",20,5,1000,17,1215921766507014113434140891047708667674624.000000,0.100000
"DEbest","perm0db",20,5,1050,18,1215921766507014113434140891047708667674624.000000,0.100000
"DEbest","perm0db",20,5,1100,19,127700799871588517197736637300001996800.000000,0.110000
"DEbest","perm0db",20,5,1150,20,127700799871588517197736637300001996800.000000,0.120000
"DEbest","perm0db",20,5,1200,21,127700799871588517197736637300001996800.000000,0.120000
"DEbest","perm0db",20,5,1250,22,14161776900806416131431769433251512320.000000,0.130000
"DEbest","perm0db",20,5,1300,23,3238605224094479755111973492835221504.000000,0.130000
"DEbest","perm0db",20,5,1350,24,3238605224094479755111973492835221504.000000,0.140000
"DEbest","perm0db",20,5,1400,25,3238605224094479755111973492835221504.000000,0.150000
"DEbest","perm0db",20,5,1450,26,152279765692107005432992306613452800.000000,0.150000
"DEbest","perm0db",20,5,1500,27,390908561148515612382412912197632.000000,0.160000
"DEbest","perm0db",20,5,1550,28,390908561148515612382412912197632.000000,0.160000
"DEbest","perm0db",20,5,1600,29,366524578837051502468210603589632.000000,0.170000
"DEbest","perm0db",20,5,1650,30,366524578837051502468210603589632.000000,0.180000
"DEbest","perm0db",20,5,1700,31,366524578837051502468210603589632.000000,0.180000
"DEbest","perm0db",20,5,1750,32,366524578837051502468210603589632.000000,0.190000
"DEbest","perm0db",20,5,1800,33,366524578837051502468210603589632.000000,0.190000
"DEbest","perm0db",20,5,1850,34,366524578837051502468210603589632.000000,0.200000
"DEbest","perm0db",20,5,1900,35,194001944694561851762940009512960.000000,0.210000
"DEbest","perm0db",20,5,1950,36,194001944694561851762940009512960.000000,0.210000
"DEbest","perm0db",20,5,2000,37,9451742525229986254474444800.000000,0.220000
"DEbest","perm0db",20,5,2050,38,9451742525229986254474444800.000000,0.220000
"DEbest","perm0db",20,5,2100,39,9451742525229986254474444800.000000,0.230000
"DEbest","perm0db",20,5,2150,40,9451742525229986254474444800.000000,0.240000
"DEbest","perm0db",20,5,2200,41,415779741235744604680093696.000000,0.240000
"DEbest","perm0db",20,5,2250,42,415779741235744604680093696.000000,0.250000
"DEbest","perm0db",20,5,2300,43,415779741235744604680093696.000000,0.250000
"DEbest","perm0db",20,5,2350,44,18285527302521376227721216.000000,0.260000
"DEbest","perm0db",20,5,2400,45,4750570778038512088252416.000000,0.260000
"DEbest","perm0db",20,5,2450,46,4750570778038512088252416.000000,0.270000
"DEbest","perm0db",20,5,2500,47,4750570778038512088252416.000000,0.280000
"DEbest","perm0db",20,5,2550,48,4750570778038512088252416.000000,0.280000
"DEbest","perm0db",20,5,2600,49,4750570778038512088252416.000000,0.290000
"DEbest","perm0db",20,5,2650,50,520691371294649527304192.000000,0.290000
"DEbest","perm0db",20,5,2700,51,39307764701243484667904.000000,0.300000
"DEbest","perm0db",20,5,2750,52,39307764701243484667904.000000,0.310000
"DEbest","perm0db",20,5,2800,53,39307764701243484667904.000000,0.310000
"DEbest","perm0db",20,5,2850,54,6591830032273507352576.000000,0.320000
"DEbest","perm0db",20,5,2900,55,6591830032273507352576.000000,0.320000
"DEbest","perm0db",20,5,2950,56,6591830032273507352576.000000,0.330000
"DEbest","perm0db",20,5,3000,57,373572992121913802752.000000,0.330000
"DEbest","perm0db",20,5,3050,58,373572992121913802752.000000,0.340000
"DEbest","perm0db",20,5,3100,59,373572992121913802752.000000,0.340000
"DEbest","perm0db",20,5,3150,60,322450140042678829056.000000,0.350000
"DEbest","perm0db",20,5,3200,61,3052799449902908928.000000,0.360000
"DEbest","perm0db",20,5,3250,62,1960242952642251776.000000,0.360000
"DEbest","perm0db",20,5,3300,63,1054861733336396416.000000,0.370000
"DEbest","perm0db",20,5,3350,64,197089994476099648.000000,0.370000
"DEbest","perm0db",20,5,3400,65,481272215682506.625000,0.380000
"DEbest","perm0db",20,5,3450,66,52360779282703.742188,0.380000
"DEbest","perm0db",20,5,3500,67,52360779282703.742188,0.390000
"DEbest","perm0db",20,5,3550,68,14353190821817.898438,0.390000
"DEbest","perm0db",20,5,3600,69,14353190821817.898438,0.400000
"DEbest","perm0db",20,5,3650,70,3258849278.308920,0.400000
"DEbest","perm0db",20,5,3700,71,3258849278.308920,0.410000
"DEbest","perm0db",20,5,3750,72,3258849278.308920,0.410000
"DEbest","perm0db",20,5,3800,73,3258849278.308920,0.420000
"DEbest","perm0db",20,5,3850,74,3258849278.308920,0.430000
"DEbest","perm0db",20,5,3900,75,2450948291.482852,0.430000
"DEbest","perm0db",20,5,3950,76,2305289648.371892,0.440000
"DEbest","perm0db",20,5,4000,77,2305289648.371892,0.440000
"DEbest","perm0db",20,5,4050,78,73267315.375966,0.450000
"DEbest","perm0db",20,5,4100,79,3073243.388008,0.450000
"DEbest","perm0db",20,5,4150,80,182961.346410,0.460000
"DEbest","perm0db",20,5,4200,81,182961.346410,0.460000
"DEbest","perm0db",20,5,4250,82,50893.711422,0.470000
"DEbest","perm0db",20,5,4300,83,40675.965814,0.470000
"DEbest","perm0db",20,5,4350,84,23180.389571,0.480000
"DEbest","perm0db",20,5,4400,85,14526.742640,0.490000
"DEbest","perm0db",20,5,4450,86,14526.742640,0.490000
"DEbest","perm0db",20,5,4500,87,10455.861372,0.500000
"DEbest","perm0db",20,5,4550,88,6010.327012,0.500000
"DEbest","perm0db",20,5,4600,89,6010.327012,0.510000
"DEbest","perm0db",20,5,4650,90,6010.327012,0.510000
"DEbest","perm0db",20,5,4700,91,6010.327012,0.520000
"DEbest","perm0db",20,5,4750,92,4122.276759,0.520000
"DEbest","perm0db",20,5,4800,93,4122.276759,0.530000
"DEbest","perm0db",20,5,4850,94,3100.177385,0.530000
"DEbest","perm0db",20,5,4900,95,3100.177385,0.540000
"DEbest","perm0db",20,5,4950,96,2579.742090,0.540000
"DEbest","perm0db",20,5,5000,97,2579.742090,0.550000
"DEbest","rastrigin",2,1,80,1,6.401257,0.000000
"DEbest","rastrigin",2,1,100,2,6.098819,0.000000
"DEbest","rastrigin",2,1,120,3,6.098819,0.000000
"DEbest","rastrigin",2,1,140,4,6.098819,0.000000
"DEbest","rastrigin",2,1,160,5,4.627687,0.000000
"DEbest","rastrigin",2,1,180,6,4.627687,0.000000
"DEbest","rastrigin",2,1,200,7,3.136239,0.000000
"DEbest","rastrigin",2,1,220,8,3.136239,0.000000
"DEbest","rastrigin",2,1,240,9,1.955277,0.000000
"DEbest","rastrigin",2,1,260,10,1.955277,0.000000
"DEbest","rastrigin",2,1,280,11,1.955277,0.000000
"DEbest","rastrigin",2,1,300,12,1.088430,0.000000
"DEbest","rastrigin",2,1,320,13,1.088430,0.000000
"DEbest","rastrigin",2,1,340,14,1.088430,0.000000
"DEbest","rastrigin",2,1,360,15,1.088430,0.000000
"DEbest","rastrigin",2,1,380,16,1.088430,0.000000
"DEbest","rastrigin",2,1,400,17,1.088430,0.000000
"DEbest","rastrigin",2,1,420,18,1.020499,0.000000
"DEbest","rastrigin",2,1,440,19,1.020499,0.000000
"DEbest","rastrigin",2,1,460,20,0.573425,0.000000
"DEbest","rastrigin",2,1,480,21,0.036620,0.000000
"DEbest","rastrigin",2,1,500,22,0.003548,0.000000
"DEbest","rastrigin",2,1,520,23,0.003548,0.000000
"DEbest","rastrigin",2,1,540,24,0.003548,0.000000
"DEbest","rastrigin",2,1,560,25,0.002861,0.000000
"DEbest","rastrigin",2,1,580,26,0.002073,0.000000
"DEbest","rastrigin",2,1,600,27,0.000353,0.000000
"DEbest","rastrigin",2,1,620,28,0.000280,0.000000
"DEbest","rastrigin",2,1,640,29,0.000268,0.000000
"DEbest","rastrigin",2,1,660,30,0.000268,0.000000
"DEbest","rastrigin",2,1,680,31,0.000034,0.000000
"DEbest","rastrigin",2,1,700,32,0.000030,0.000000
"DEbest","rastrigin",2,1,720,33,0.000006,0.000000
"DEbest","rastrigin",2,1,740,34,0.000006,0.000000
"DEbest","rastrigin",2,1,760,35,0.000003,0.000000
"DEbest","rastrigin",2,1,780,36,0.000000,0.000000
"DEbest","rastrigin",2,1,800,37,0.000000,0.000000
"DEbest","rastrigin",2,1,820,38,0.000000,0.000000
"DEbest","rastrigin",2,1,840,39,0.000000,0.000000
"DEbest","rastrigin",2,1,860,40,0.000000,0.000000
"DEbest","rastrigin",2,1,880,41,0.000000,0.000000
"DEbest","rastrigin",2,1,900,42,0.000000,0.000000
"DEbest","rastrigin",2,1,920,43,0.000000,0.000000
"DEbest","rastrigin",2,1,940,44,0.000000,0.000000
"DEbest","rastrigin",2,1,960,45,0.000000,0.000000
"DEbest","rastrigin",2,1,980,46,0.000000,0.000000
"DEbest","rastrigin",2,1,1000,47,0.000000,0.000000
"DEbest","rastrigin",2,2,80,1,4.248344,0.000000
"DEbest","rastrigin",2,2,100,2,3.276342,0.000000
"DEbest","rastrigin",2,2,120,3,3.276342,0.000000
"DEbest","rastrigin",2,2,140,4,2.030570,0.000000
"DEbest","rastrigin",2,2,160,5,2.030570,0.000000
"DEbest","rastrigin",2,2,180,6,1.888523,0.000000
"DEbest","rastrigin",2,2,200,7,1.479871,0.000000
"DEbest","rastrigin",2,2,220,8,1.479871,0.000000
"DEbest","rastrigin",2,2,240,9,1.479871,0.000000
"DEbest","rastrigin",2,2,260,10,1.203705,0.000000
"DEbest","rastrigin",2,2,280,11,1.139089,0.000000
"DEbest","rastrigin",2,2,300,12,1.139089,0.000000
"DEbest","rastrigin",2,2,320,13,1.139089,0.000000
"DEbest","rastrigin",2,2,340,14,1.139089,0.000000
"DEbest","rastrigin",2,2,360,15,1.038354,0.000000
"DEbest","rastrigin",2,2,380,16,1.038354,0.000000
"DEbest","rastrigin",2,2,400,17,1.002319,0.000000
"DEbest","rastrigin",2,2,420,18,0.252582,0.000000
"DEbest","rastrigin",2,2,440,19,0.014302,0.000000
"DEbest","rastrigin",2,2,460,20,0.014302,0.000000
"DEbest","rastrigin",2,2,480,21,0.011109,0.000000
"DEbest","rastrigin",2,2,500,22,0.003404,0.000000
"DEbest","rastrigin",2,2,520,23,0.003404,0.000000
"DEbest","rastrigin",2,2,540,24,0.003404,0.000000
"DEbest","rastrigin",2,2,560,25,0.000622,0.000000
"DEbest","rastrigin",2,2,580,26,0.000015,0.000000
"DEbest","rastrigin",2,2,600,27,0.000006,0.000000
"DEbest","rastrigin",2,2,620,28,0.000006,0.000000
"DEbest","rastrigin",2,2,640,29,0.000006,0.000000
"DEbest","rastrigin",2,2,660,30,0.000006,0.000000
"DEbest","rastrigin",2,2,680,31,0.000006,0.000000
"DEbest","rastrigin",2,2,700,32,0.000000,0.000000
"DEbest","rastrigin",2,2,720,33,0.000000,0.000000
"DEbest","rastrigin",2,2,740,34,0.000000,0.000000
"DEbest","rastrigin",2,2,760,35,0.000000,0.010000
"DEbest","rastrigin",2,2,780,36,0.000000,0.010000
"DEbest","rastrigin",2,2,800,37,0.000000,0.010000
"DEbest","rastrigin",2,2,820,38,0.000000,0.010000
"DEbest","rastrigin",2,2,840,39,0.000000,0.010000
"DEbest","rastrigin",2,2,860,40,0.000000,0.010000
"DEbest","rastrigin",2,2,880,41,0.000000,0.010000
"DEbest","rastrigin",2,2,900,42,0.000000,0.010000
"DEbest","rastrigin",2,2,920,43,0.000000,0.010000
"DEbest","rastrigin",2,2,940,44,0.000000,0.010000
"DEbest","rastrigin",2,2,960,45,0.000000,0.010000
"DEbest","rastrigin",2,2,980,46,0.000000,0.010000
"DEbest","rastrigin",2,2,1000,47,0.000000,0.010000
"DEbest","rastrigin",2,3,80,1,7.013210,0.000000
"DEbest","rastrigin",2,3,100,2,7.013210,0.000000
"DEbest","rastrigin",2,3,120,3,6.540268,0.000000
"DEbest","rastrigin",2,3,140,4,6.540268,0.000000
"DEbest","rastrigin",2,3,160,5,6.540268,0.000000
"DEbest","rastrigin",2,3,180,6,2.733209,0.000000
"DEbest","rastrigin",2,3,200,7,2.733209,0.000000
"DEbest","rastrigin",2,3,220,8,1.890120,0.000000
"DEbest","rastrigin",2,3,240,9,1.890120,0.000000
"DEbest","rastrigin",2,3,260,10,1.673317,0.000000
"DEbest","rastrigin",2,3,280,11,0.793375,0.000000
"DEbest","rastrigin",2,3,300,12,0.793375,0.000000
"DEbest","rastrigin",2,3,320,13,0.793375,0.000000
"DEbest","rastrigin",2,3,340,14,0.154990,0.000000
"DEbest","rastrigin",2,3,360,15,0.154990,0.000000
"DEbest","rastrigin",2,3,380,16,0.059088,0.000000
"DEbest","rastrigin",2,3,400,17,0.027029,0.000000
"DEbest","rastrigin",2,3,420,18,0.027029,0.000000
"DEbest","rastrigin",2,3,440,19,0.006239,0.000000
"DEbest","rastrigin",2,3,460,20,0.006239,0.000000
"DEbest","rastrigin",2,3,480,21,0.006239,0.000000
"DEbest","rastrigin",2,3,500,22,0.000606,0.000000
"DEbest","rastrigin",2,3,520,23,0.000606,0.000000
"DEbest","rastrigin",2,3,540,24,0.000098,0.000000
"DEbest","rastrigin",2,3,560,25,0.000043,0.000000
"DEbest","rastrigin",2,3,580,26,0.000043,0.000000
"DEbest","rastrigin",2,3,600,27,0.000043,0.010000
"DEbest","rastrigin",2,3,620,28,0.000043,0.010000
"DEbest","rastrigin",2,3,640,29,0.000006,0.010000
"DEbest","rastrigin",2,3,660,30,0.000004,0.010000
"DEbest","rastrigin",2,3,680,31,0.000002,0.010000
"DEbest","rastrigin",2,3,700,32,0.000000,0.010000
"DEbest","rastrigin",2,3,720,33,0.000000,0.010000
"DEbest","rastrigin",2,3,740,34,0.000000,0.010000
"DEbest","rastrigin",2,3,760,35,0.000000,0.010000
"DEbest","rastrigin",2,3,780,36,0.000000,0.010000
"DEbest","rastrigin",2,3,800,37,0.000000,0.010000
"DEbest","rastrigin",2,3,820,38,0.000000,0.010000
"DEbest","rastrigin",2,3,840,39,0.000000,0.010000
"DEbest","rastrigin",2,3,860,40,0.000000,0.010000
"DEbest","rastrigin",2,3,880,41,0.000000,0.010000
"DEbest","rastrigin",2,3,900,42,0.000000,0.010000
"DEbest","rastrigin",2,3,920,43,0.000000,0.010000
"DEbest","rastrigin",2,3,940,44,0.000000,0.010000
"DEbest","rastrigin",2,3,960,45,0.000000,0.010000
"DEbest","rastrigin",2,3,980,46,0.000000,0.010000
"DEbest","rastrigin",2,3,1000,47,0.000000,0.010000
"DEbest","rastrigin",2,4,80,1,9.212534,0.000000
"DEbest","rastrigin",2,4,100,2,4.679277,0.000000
"DEbest","rastrigin",2,4,120,3,4.679277,0.000000
"DEbest","rastrigin",2,4,140,4,2.577411,0.000000
"DEbest","rastrigin",2,4,160,5,2.577411,0.000000
"DEbest","rastrigin",2,4,180,6,2.577411,0.000000
"DEbest","rastrigin",2,4,200,7,1.594797,0.010000
"DEbest","rastrigin",2,4,220,8,1.379989,0.010000
"DEbest","rastrigin",2,4,240,9,1.344908,0.010000
"DEbest","rastrigin",2,4,260,10,1.316543,0.010000
"DEbest","rastrigin",2,4,280,11,1.316543,0.010000
"DEbest","rastrigin",2,4,300,12,1.229197,0.010000
"DEbest","rastrigin",2,4,320,13,1.229197,0.010000
"DEbest","rastrigin",2,4,340,14,1.026017,0.010000
"DEbest","rastrigin",2,4,360,15,1.026017,0.010000
"DEbest","rastrigin",2,4,380,16,0.760180,0.010000
"DEbest","rastrigin",2,4,400,17,0.119087,0.010000
"DEbest","rastrigin",2,4,420,18,0.037076,0.010000
"DEbest","rastrigin",2,4,440,19,0.009542,0.010000
"DEbest","rastrigin",2,4,460,20,0.009542,0.010000
"DEbest","rastrigin",2,4,480,21,0.009542,0.010000
"DEbest","rastrigin",2,4,500,22,0.009542,0.010000
"DEbest","rastrigin",2,4,520,23,0.000280,0.010000
"DEbest","rastrigin",2,4,540,24,0.000280,0.010000
"DEbest","rastrigin",2,4,560,25,0.000280,0.010000
"DEbest","rastrigin",2,4,580,26,0.000280,0.010000
"DEbest","rastrigin",2,4,600,27,0.000280,0.010000
"DEbest","rastrigin",2,4,620,28,0.000280,0.010000
"DEbest","rastrigin",2,4,640,29,0.000137,0.020000
"DEbest","rastrigin",2,4,660,30,0.000035,0.020000
"DEbest","rastrigin",2,4,680,31,0.000021,0.020000
"DEbest","rastrigin",2,4,700,32,0.000010,0.020000
"DEbest","rastrigin",2,4,720,33,0.000010,0.020000
"DEbest","rastrigin",2,4,740,34,0.000010,0.020000
"DEbest","rastrigin",2,4,760,35,0.000005,0.020000
"DEbest","rastrigin",2,4,780,36,0.000001,0.020000
"DEbest","rastrigin",2,4,800,37,0.000001,0.020000
"DEbest","rastrigin",2,4,820,38,0.000000,0.020000
"DEbest","rastrigin",2,4,840,39,0.000000,0.020000
"DEbest","rastrigin",2,4,860,40,0.000000,0.020000
"DEbest","rastrigin",2,4,880,41,0.000000,0.020000
"DEbest","rastrigin",2,4,900,42,0.000000,0.020000
"DEbest","rastrigin",2,4,920,43,0.000000,0.020000
"DEbest","rastrigin",2,4,940,44,0.000000,0.020000
"DEbest","rastrigin",2,4,960,45,0.000000,0.020000
"DEbest","rastrigin",2,4,980,46,0.000000,0.020000
"DEbest","rastrigin",2,4,1000,47,0.000000,0.020000
"DEbest","rastrigin",2,5,80,1,6.442738,0.000000
"DEbest","rastrigin",2,5,100,2,3.883740,0.000000
"DEbest","rastrigin",2,5,120,3,3.883740,0.000000
"DEbest","rastrigin",2,5,140,4,1.181597,0.000000
"DEbest","rastrigin",2,5,160,5,1.181597,0.000000
"DEbest","rastrigin",2,5,180,6,1.181597,0.000000
"DEbest","rastrigin",2,5,200,7,1.181597,0.000000
"DEbest","rastrigin",2,5,220,8,0.355300,0.000000
"DEbest","rastrigin",2,5,240,9,0.355300,0.000000
"DEbest","rastrigin",2,5,260,10,0.355300,0.000000
"DEbest","rastrigin",2,5,280,11,0.355300,0.000000
"DEbest","rastrigin",2,5,300,12,0.355300,0.000000
"DEbest","rastrigin",2,5,320,13,0.355300,0.000000
"DEbest","rastrigin",2,5,340,14,0.355300,0.000000
"DEbest","rastrigin",2,5,360,15,0.210168,0.000000
"DEbest","rastrigin",2,5,380,16,0.210168,0.000000
"DEbest","rastrigin",2,5,400,17,0.046839,0.000000
"DEbest","rastrigin",2,5,420,18,0.019535,0.000000
"DEbest","rastrigin",2,5,440,19,0.004797,0.000000
"DEbest","rastrigin",2,5,460,20,0.000721,0.000000
"DEbest","rastrigin",2,5,480,21,0.000721,0.000000
"DEbest","rastrigin",2,5,500,22,0.000721,0.000000
"DEbest","rastrigin",2,5,520,23,0.000054,0.000000
"DEbest","rastrigin",2,5,540,24,0.000054,0.000000
"DEbest","rastrigin",2,5,560,25,0.000054,0.000000
"DEbest","rastrigin",2,5,580,26,0.000018,0.000000
"DEbest","rastrigin",2,5,600,27,0.000004,0.000000
"DEbest","rastrigin",2,5,620,28,0.000001,0.000000
"DEbest","rastrigin",2,5,640,29,0.000001,0.000000
"DEbest","rastrigin",2,5,660,30,0.000001,0.000000
"DEbest","rastrigin",2,5,680,31,0.000001,0.000000
"DEbest","rastrigin",2,5,700,32,0.000000,0.000000
"DEbest","rastrigin",2,5,720,33,0.000000,0.000000
"DEbest","rastrigin",2,5,740,34,0.000000,0.000000
"DEbest","rastrigin",2,5,760,35,0.000000,0.000000
"DEbest","rastrigin",2,5,780,36,0.000000,0.000000
"DEbest","rastrigin",2,5,800,37,0.000000,0.000000
"DEbest","rastrigin",2,5,820,38,0.000000,0.000000
"DEbest","rastrigin",2,5,840,39,0.000000,0.000000
"DEbest","rastrigin",2,5,860,40,0.000000,0.000000
"DEbest","rastrigin",2,5,880,41,0.000000,0.000000
"DEbest","rastrigin",2,5,900,42,0.000000,0.000000
"DEbest","rastrigin",2,5,920,43,0.000000,0.000000
"DEbest","rastrigin",2,5,940,44,0.000000,0.000000
"DEbest","rastrigin",2,5,960,45,0.000000,0.000000
"DEbest","rastrigin",2,5,980,46,0.000000,0.000000
"DEbest","rastrigin",2,5,1000,47,0.000000,0.000000
"DEbest","rastrigin",5,1,80,1,51.393700,0.000000
"DEbest","rastrigin",5,1,100,2,33.360519,0.000000
"DEbest","rastrigin",5,1,120,3,33.360519,0.000000
"DEbest","rastrigin",5,1,140,4,33.360519,0.000000
"DEbest","rastrigin",5,1,160,5,19.173759,0.000000
"DEbest","rastrigin",5,1,180,6,19.173759,0.000000
"DEbest","rastrigin",5,1,200,7,19.173759,0.000000
"DEbest","rastrigin",5,1,220,8,19.173759,0.000000
"DEbest","rastrigin",5,1,240,9,19.173759,0.000000
"DEbest","rastrigin",5,1,260,10,19.173759,0.000000
"DEbest","rastrigin",5,1,280,11,19.173759,0.000000
"DEbest","rastrigin",5,1,300,12,19.173759,0.010000
"DEbest","rastrigin",5,1,320,13,19.173759,0.010000
"DEbest","rastrigin",5,1,340,14,19.173759,0.010000
"DEbest","rastrigin",5,1,360,15,19.173759,0.010000
"DEbest","rastrigin",5,1,380,16,18.414770,0.010000
"DEbest","rastrigin",5,1,400,17,18.414770,0.010000
"DEbest","rastrigin",5,1,420,18,18.414770,0.010000
"DEbest","rastrigin",5,1,440,19,18.414770,0.010000
"DEbest","rastrigin",5,1,460,20,18.414770,0.010000
"DEbest","rastrigin",5,1,480,21,15.635624,0.010000
"DEbest","rastrigin",5,1,500,22,15.635624,0.010000
"DEbest","rastrigin",5,1,520,23,15.635624,0.010000
"DEbest","rastrigin",5,1,540,24,13.075136,0.010000
"DEbest","rastrigin",5,1,560,25,13.075136,0.010000
"DEbest","rastrigin",5,1,580,26,4.986102,0.010000
"DEbest","rastrigin",5,1,600,27,4.986102,0.010000
"DEbest","rastrigin",5,1,620,28,4.986102,0.010000
"DEbest","rastrigin",5,1,640,29,4.986102,0.010000
"DEbest","rastrigin",5,1,660,30,4.986102,0.010000
"DEbest","rastrigin",5,1,680,31,4.986102,0.010000
"DEbest","rastrigin",5,1,700,32,4.986102,0.010000
"DEbest","rastrigin",5,1,720,33,4.986102,0.010000
"DEbest","rastrigin",5,1,740,34,4.986102,0.010000
